S,E,I,R,N,A,C,D,H,L,Qi,Qa,S_0,E_0,I_0,R_0,N_0,A_0,C_0,D_0,H_0,L_0,Qi_0,Qa_0,S_1,E_1,I_1,R_1,N_1,A_1,C_1,D_1,H_1,L_1,Qi_1,Qa_1,S_2,E_2,I_2,R_2,N_2,A_2,C_2,D_2,H_2,L_2,Qi_2,Qa_2,S_3,E_3,I_3,R_3,N_3,A_3,C_3,D_3,H_3,L_3,Qi_3,Qa_3,S_4,E_4,I_4,R_4,N_4,A_4,C_4,D_4,H_4,L_4,Qi_4,Qa_4,S_5,E_5,I_5,R_5,N_5,A_5,C_5,D_5,H_5,L_5,Qi_5,Qa_5,S_6,E_6,I_6,R_6,N_6,A_6,C_6,D_6,H_6,L_6,Qi_6,Qa_6,S_7,E_7,I_7,R_7,N_7,A_7,C_7,D_7,H_7,L_7,Qi_7,Qa_7,S_8,E_8,I_8,R_8,N_8,A_8,C_8,D_8,H_8,L_8,Qi_8,Qa_8,S_9,E_9,I_9,R_9,N_9,A_9,C_9,D_9,H_9,L_9,Qi_9,Qa_9,S_10,E_10,I_10,R_10,N_10,A_10,C_10,D_10,H_10,L_10,Qi_10,Qa_10,S_11,E_11,I_11,R_11,N_11,A_11,C_11,D_11,H_11,L_11,Qi_11,Qa_11,S_12,E_12,I_12,R_12,N_12,A_12,C_12,D_12,H_12,L_12,Qi_12,Qa_12,S_13,E_13,I_13,R_13,N_13,A_13,C_13,D_13,H_13,L_13,Qi_13,Qa_13,S_14,E_14,I_14,R_14,N_14,A_14,C_14,D_14,H_14,L_14,Qi_14,Qa_14,S_15,E_15,I_15,R_15,N_15,A_15,C_15,D_15,H_15,L_15,Qi_15,Qa_15,Ri,Ri_0,Ri_1,Ri_2,Ri_3,Ri_4,Ri_5,Ri_6,Ri_7,Ri_8,Ri_9,Ri_10,Ri_11,Ri_12,Ri_13,Ri_14,Ri_15,
9999891.484897,47.330130,5.518032,33.367577,9999992.800047,12.467948,0.199953,0.000000,0.802644,0.267521,0.900561,1.928258,708999.491793,0.165300,0.002244,0.259450,709000.000000,0.067884,0.000000,0.000000,0.000000,0.000000,0.000427,0.012903,696999.379583,0.213817,0.002928,0.299467,697000.000000,0.087468,0.000000,0.000000,0.000000,0.000000,0.000542,0.016195,727999.161019,0.305634,0.003785,0.381331,727999.999999,0.124951,0.000001,0.000000,0.000047,0.000016,0.000684,0.022548,787997.991461,0.837120,0.010227,0.769797,787999.999999,0.333660,0.000001,0.000000,0.000111,0.000037,0.001719,0.055905,828995.799219,1.433209,0.019091,1.103784,828998.999991,0.553330,0.000009,0.000000,0.000187,0.000062,0.003051,0.088120,817993.660381,2.486228,0.051628,1.719907,817998.999980,0.929155,0.000020,0.000000,0.000485,0.000162,0.008042,0.144155,828991.923990,3.331634,0.125385,2.230864,828998.999866,1.182330,0.000134,0.000000,0.003953,0.001317,0.019580,0.182130,799991.100320,4.224915,0.255917,2.760119,799999.999737,1.396682,0.000263,0.000000,0.007995,0.002665,0.039765,0.214024,713989.022867,4.758576,0.398743,3.062617,713998.999236,1.456469,0.000764,0.000000,0.015351,0.005116,0.062015,0.222597,636989.832873,4.368451,0.440206,2.816685,636998.999156,1.262314,0.000844,0.000000,0.016968,0.005656,0.068534,0.193125,589988.631484,4.960861,0.554427,3.153873,589998.996048,1.358861,0.003952,0.000000,0.041663,0.013886,0.087527,0.207352,515990.297107,4.631713,0.615986,2.962026,515999.995573,1.166489,0.004427,0.000000,0.046429,0.015475,0.097439,0.178383,421990.694146,3.956271,0.672142,2.533139,421998.984368,0.822519,0.015632,0.000000,0.072032,0.024008,0.108121,0.125998,326989.957656,4.288716,0.922593,4.738652,326999.956019,0.684851,0.043981,0.000000,0.106302,0.035430,0.151916,0.105333,236991.927111,3.862097,0.750286,2.380380,236999.950340,0.551742,0.049660,0.000000,0.264013,0.087996,0.130407,0.084304,358992.613886,3.505588,0.692444,2.195486,358999.919735,0.489244,0.080265,0.000000,0.227109,0.075696,0.120791,0.075186,10.891789,0.008302,0.009699,0.011285,0.023034,0.037023,0.091030,0.217652,0.434394,0.670563,0.741150,0.943989,1.054624,1.180285,2.600481,1.484021,1.384255,
9999879.257304,52.893570,6.170705,37.458600,9999992.774368,13.931972,0.225632,0.000000,0.898504,0.299471,1.007681,2.156032,708999.450574,0.183337,0.002454,0.275232,709000.000000,0.074239,0.000000,0.000000,0.000000,0.000000,0.000453,0.013710,696999.326484,0.236944,0.003204,0.319745,697000.000000,0.095735,0.000000,0.000000,0.000000,0.000000,0.000579,0.017308,727999.085482,0.338350,0.004146,0.410127,727999.999999,0.136870,0.000001,0.000000,0.000050,0.000017,0.000736,0.024238,787997.782774,0.928407,0.011284,0.846232,787999.999999,0.368112,0.000001,0.000000,0.000121,0.000040,0.001881,0.061187,828995.432891,1.597982,0.021246,1.230729,828998.999990,0.615795,0.000010,0.000000,0.000207,0.000069,0.003385,0.097754,817993.018680,2.777902,0.057676,1.937148,817998.999977,1.037997,0.000023,0.000000,0.000542,0.000181,0.008984,0.161048,828991.062000,3.724447,0.140208,2.520864,828998.999848,1.322115,0.000152,0.000000,0.004429,0.001476,0.021915,0.203870,799990.005723,4.724446,0.286350,3.126904,799999.999699,1.562817,0.000301,0.000000,0.008976,0.002992,0.044569,0.239914,713987.790041,5.321174,0.446234,3.475163,713998.999124,1.630014,0.000876,0.000000,0.017250,0.005750,0.069549,0.249699,636988.702414,4.883708,0.492484,3.195666,636998.999032,1.412290,0.000968,0.000000,0.019063,0.006354,0.076837,0.216572,589987.346678,5.546972,0.620449,3.582829,589998.995463,1.520836,0.004537,0.000000,0.046830,0.015608,0.098176,0.232693,515989.098435,5.178104,0.689113,3.362734,515999.994923,1.305088,0.005077,0.000000,0.052154,0.017383,0.109231,0.200063,421989.670454,4.422815,0.751786,2.873766,421998.982104,0.920084,0.017896,0.000000,0.080823,0.026938,0.121131,0.141246,326988.849079,4.793399,1.030850,5.109261,326999.952706,0.765662,0.047294,0.000000,0.117410,0.039133,0.169096,0.117950,236990.927196,4.318089,0.839263,2.704264,236999.943103,0.617371,0.056897,0.000000,0.296298,0.098756,0.146049,0.094572,358991.708399,3.917494,0.773958,2.487935,358999.908401,0.546947,0.091599,0.000000,0.254350,0.084775,0.135110,0.084209,12.222718,0.008807,0.010356,0.012138,0.025321,0.041281,0.102529,0.245948,0.492123,0.760894,0.840874,1.072371,1.197288,1.338937,2.819542,1.685857,1.568453,
9999865.594058,59.109424,6.899697,42.031474,9999992.745637,15.567756,0.254363,0.000000,1.005572,0.335157,1.127332,2.410324,708999.404521,0.203658,0.002695,0.292456,709000.000000,0.081519,0.000000,0.000000,0.000000,0.000000,0.000485,0.014666,696999.267199,0.262987,0.003520,0.341905,697000.000000,0.105163,0.000000,0.000000,0.000000,0.000000,0.000623,0.018603,727999.001234,0.375155,0.004557,0.441636,727999.999999,0.150395,0.000001,0.000000,0.000053,0.000018,0.000795,0.026175,787997.550235,1.030676,0.012469,0.930537,787999.999998,0.406774,0.000002,0.000000,0.000132,0.000044,0.002064,0.067111,828995.023864,1.782246,0.023659,1.371988,828998.999989,0.685707,0.000011,0.000000,0.000230,0.000077,0.003759,0.108536,817992.301653,3.103836,0.064435,2.179844,817998.999974,1.159643,0.000026,0.000000,0.000606,0.000202,0.010037,0.179921,828990.098634,4.163334,0.156768,2.845175,828998.999827,1.478289,0.000173,0.000000,0.004962,0.001654,0.024522,0.228143,799988.782318,5.282465,0.320340,3.537366,799999.999657,1.748364,0.000343,0.000000,0.010071,0.003357,0.049929,0.268804,713986.412247,5.949547,0.499257,3.936935,713998.998999,1.823767,0.001001,0.000000,0.019368,0.006455,0.077953,0.279924,636987.439205,5.459189,0.550845,3.619741,636998.998894,1.579710,0.001106,0.000000,0.021397,0.007132,0.086094,0.242713,589985.910919,6.201539,0.694144,4.063002,589998.994807,1.701624,0.005193,0.000000,0.052589,0.017528,0.110048,0.260940,515987.758946,5.788400,0.770753,3.811134,515999.994192,1.459815,0.005808,0.000000,0.058534,0.019509,0.122378,0.224232,421988.526456,4.943989,0.840724,3.254857,421998.979565,1.029027,0.020435,0.000000,0.090622,0.030204,0.135641,0.158248,326987.610213,5.357316,1.151912,5.523234,326999.949042,0.855934,0.050958,0.000000,0.129997,0.043328,0.188414,0.132022,236989.809754,4.827422,0.938617,3.066746,236999.934983,0.690640,0.065017,0.000000,0.332286,0.110751,0.163500,0.106018,358990.696659,4.377664,0.865003,2.814918,358999.895711,0.611384,0.104289,0.000000,0.284724,0.094898,0.151089,0.094269,13.711189,0.009358,0.011074,0.013070,0.027844,0.046019,0.115374,0.277593,0.556728,0.862004,0.952466,1.216084,1.356933,1.516436,3.064061,1.911748,1.774399,
9999850.326708,66.054289,7.713972,47.142639,9999992.713495,17.395467,0.286505,0.000000,1.125160,0.375016,1.260980,2.694281,708999.353065,0.226511,0.002969,0.311330,709000.000000,0.089816,0.000000,0.000000,0.000000,0.000000,0.000522,0.015787,696999.200997,0.292268,0.003878,0.366210,697000.000000,0.115871,0.000000,0.000000,0.000000,0.000000,0.000673,0.020102,727998.907240,0.416508,0.005021,0.476221,727999.999999,0.165700,0.000001,0.000000,0.000058,0.000019,0.000862,0.028389,787997.291020,1.145206,0.013799,1.023671,787999.999998,0.450137,0.000002,0.000000,0.000145,0.000048,0.002268,0.073753,828994.567117,1.988279,0.026358,1.529266,828998.999988,0.763934,0.000012,0.000000,0.000255,0.000085,0.004177,0.120602,817991.500461,3.468045,0.071989,2.450986,817998.999970,1.295593,0.000030,0.000000,0.000677,0.000226,0.011213,0.201006,828989.021999,4.653701,0.175270,3.207817,828998.999803,1.652777,0.000197,0.000000,0.005556,0.001852,0.027434,0.255249,799987.415002,5.905842,0.358304,3.996604,799999.999609,1.955603,0.000391,0.000000,0.011292,0.003764,0.055913,0.301049,713984.872490,6.651432,0.558462,4.453662,713998.998858,2.040111,0.001142,0.000000,0.021730,0.007243,0.087329,0.313642,636986.027679,6.101980,0.616005,4.094153,636998.998738,1.766633,0.001262,0.000000,0.024000,0.007999,0.096420,0.271868,589984.306511,6.932621,0.776416,4.600337,589998.994070,1.903447,0.005930,0.000000,0.059010,0.019668,0.123289,0.292439,515986.262122,6.470121,0.861912,4.312769,515999.993372,1.632574,0.006628,0.000000,0.065647,0.021880,0.137042,0.251185,421987.248039,5.526213,0.940053,3.681126,421998.976720,1.150690,0.023280,0.000000,0.101551,0.033847,0.151832,0.177214,326986.225769,5.987419,1.287258,5.985710,326999.944982,0.956782,0.055018,0.000000,0.144216,0.048067,0.210103,0.147725,236988.561001,5.396367,1.049574,3.472314,236999.925880,0.772450,0.074120,0.000000,0.372417,0.124127,0.182976,0.118782,358989.566197,4.891775,0.966702,3.180463,358999.881508,0.683349,0.118492,0.000000,0.318605,0.106191,0.168927,0.105489,15.375627,0.009962,0.011861,0.014094,0.030631,0.051295,0.129726,0.312977,0.629010,0.975148,1.077303,1.376907,1.535533,1.714977,3.337081,2.164491,2.004630,
9999833.267035,73.813744,8.623551,52.855170,9999992.677545,19.437638,0.322455,0.000000,1.258732,0.419535,1.410265,3.011410,708999.295571,0.252176,0.003280,0.332087,709000.000000,0.099231,0.000000,0.000000,0.000000,0.000000,0.000565,0.017089,696999.127062,0.325149,0.004284,0.392953,697000.000000,0.127995,0.000000,0.000000,0.000000,0.000000,0.000731,0.021825,727998.802346,0.462926,0.005545,0.514289,727999.999999,0.182980,0.000001,0.000000,0.000062,0.000021,0.000939,0.030912,787997.001972,1.273427,0.015290,1.126704,787999.999998,0.498748,0.000002,0.000000,0.000159,0.000053,0.002498,0.081201,828994.057038,2.218627,0.029378,1.704467,828998.999986,0.851444,0.000014,0.000000,0.000284,0.000095,0.004644,0.134105,817990.605228,3.875017,0.080431,2.753918,817998.999966,1.447522,0.000034,0.000000,0.000757,0.000252,0.012528,0.224566,828987.818807,5.201589,0.195942,3.613283,828998.999777,1.847729,0.000223,0.000000,0.006219,0.002073,0.030685,0.285522,799985.886898,6.602251,0.400708,4.510319,799999.999556,2.187086,0.000444,0.000000,0.012655,0.004218,0.062593,0.337046,713983.151777,7.435468,0.624579,5.031747,713998.998700,2.281706,0.001300,0.000000,0.024365,0.008121,0.097791,0.351267,636984.450440,6.820000,0.688767,4.624761,636998.998563,1.975358,0.001437,0.000000,0.026903,0.008967,0.107941,0.304394,589982.513676,7.749220,0.868279,5.201481,589998.993244,2.128785,0.006756,0.000000,0.066170,0.022054,0.138060,0.327574,515984.589506,7.231667,0.963713,4.873839,515999.992453,1.825492,0.007547,0.000000,0.073580,0.024524,0.153404,0.281252,421985.819435,6.176661,1.050997,4.157845,421998.973531,1.286572,0.026469,0.000000,0.113742,0.037910,0.169902,0.198376,326984.678662,6.691472,1.438548,6.502420,326999.940473,1.069452,0.059527,0.000000,0.160241,0.053408,0.234425,0.165252,236987.165538,6.031931,1.173499,3.925986,236999.915681,0.863808,0.084319,0.000000,0.417182,0.139047,0.204716,0.133021,358988.303079,5.466164,1.080310,3.589071,358999.865617,0.763729,0.134383,0.000000,0.356411,0.118792,0.188844,0.118008,17.236622,0.010627,0.012727,0.015221,0.033714,0.057172,0.145760,0.352540,0.709867,1.101728,1.216930,1.556830,1.735297,1.937016,3.641996,2.447216,2.261981,
9999814.204736,82.483407,9.639631,59.239550,9999992.637340,21.719441,0.362660,0.000000,1.407927,0.469262,1.577019,3.365630,708999.231330,0.280967,0.003632,0.354984,709000.000000,0.109880,0.000000,0.000000,0.000000,0.000000,0.000615,0.018592,696999.044482,0.362036,0.004742,0.422457,697000.000000,0.141686,0.000000,0.000000,0.000000,0.000000,0.000797,0.023799,727998.685262,0.514985,0.006136,0.556289,727999.999999,0.202455,0.000001,0.000000,0.000067,0.000022,0.001026,0.033779,787996.679567,1.416938,0.016960,1.240832,787999.999998,0.553219,0.000002,0.000000,0.000175,0.000058,0.002755,0.089552,828993.487358,2.476136,0.032755,1.899715,828998.999985,0.949323,0.000015,0.000000,0.000315,0.000105,0.005168,0.149214,817989.604918,4.329768,0.089865,3.092376,817998.999962,1.617303,0.000038,0.000000,0.000846,0.000282,0.013996,0.250891,828986.474212,5.813744,0.219039,4.066593,828998.999748,2.065545,0.000252,0.000000,0.006960,0.002320,0.034318,0.319336,799984.179148,7.380266,0.448077,5.084880,799999.999496,2.445659,0.000504,0.000000,0.014177,0.004725,0.070051,0.377238,713981.228888,8.311310,0.698421,5.678349,713998.998523,2.551522,0.001477,0.000000,0.027305,0.009101,0.109468,0.393259,636982.688053,7.622091,0.770025,5.218117,636998.998368,2.208453,0.001632,0.000000,0.030141,0.010046,0.120797,0.340689,589980.510318,8.661391,0.970862,5.873865,589998.992317,2.380410,0.007683,0.000000,0.074157,0.024716,0.154542,0.366774,515982.720478,8.082419,1.077410,5.501275,515999.991423,2.040946,0.008577,0.000000,0.082429,0.027473,0.171663,0.314803,421984.223024,6.903347,1.174923,4.690905,421998.969961,1.438347,0.030039,0.000000,0.127346,0.042444,0.190074,0.221995,326982.949803,7.478154,1.607640,7.079764,326999.935460,1.195334,0.064540,0.000000,0.178270,0.059417,0.261675,0.184820,236985.606155,6.741944,1.311918,4.433374,236999.904258,0.965840,0.095742,0.000000,0.467131,0.155695,0.228988,0.148909,358986.891739,6.107911,1.207226,4.045775,358999.847844,0.853518,0.152156,0.000000,0.398608,0.132856,0.211085,0.131981,19.317181,0.011359,0.013682,0.016464,0.037130,0.063721,0.163674,0.396772,0.800301,1.243313,1.373070,1.758077,1.958692,2.185297,3.982587,2.763419,2.549622,
9999792.904829,92.170109,10.774724,66.374540,9999992.592384,24.269003,0.407616,0.000000,1.574576,0.524806,1.763290,3.761312,708999.159550,0.313237,0.004029,0.380302,709000.000000,0.121895,0.000000,0.000000,0.000000,0.000000,0.000672,0.020315,696998.952239,0.403385,0.005259,0.455081,697000.000000,0.157115,0.000000,0.000000,0.000000,0.000000,0.000872,0.026049,727998.554548,0.573333,0.006800,0.602721,727999.999999,0.224369,0.000001,0.000000,0.000073,0.000024,0.001125,0.037029,787996.319865,1.577526,0.018832,1.367392,787999.999998,0.614235,0.000002,0.000000,0.000193,0.000064,0.003043,0.098913,828992.851075,2.763986,0.036533,2.117387,828998.999983,1.058780,0.000017,0.000000,0.000351,0.000117,0.005753,0.166117,817988.487202,4.837900,0.100407,3.470532,817998.999957,1.807029,0.000043,0.000000,0.000945,0.000315,0.015637,0.280306,828984.971626,6.497709,0.244845,4.573357,828998.999715,2.308909,0.000285,0.000000,0.007787,0.002595,0.038375,0.357107,799982.270683,8.249468,0.500991,5.727407,799999.999429,2.734506,0.000571,0.000000,0.015876,0.005291,0.078380,0.422118,713979.080112,9.289744,0.780895,6.401468,713998.998324,2.852881,0.001676,0.000000,0.030586,0.010194,0.122504,0.440133,636980.718799,8.518136,0.860781,5.881543,636998.998148,2.468788,0.001852,0.000000,0.033754,0.011250,0.135148,0.381200,589978.271744,9.680369,1.085427,6.625795,589998.991279,2.661419,0.008721,0.000000,0.083068,0.027686,0.172937,0.410521,515980.631995,9.032859,1.204403,6.202825,515999.990269,2.281590,0.009731,0.000000,0.092302,0.030764,0.192046,0.352249,421982.439117,7.715224,1.313357,5.286893,421998.965965,1.607886,0.034035,0.000000,0.142529,0.047505,0.212597,0.248361,326981.017868,8.357156,1.796613,7.724886,326999.929880,1.335980,0.070120,0.000000,0.198521,0.066167,0.292184,0.206671,236983.863626,7.535150,1.466536,5.000750,236999.891470,1.079801,0.108530,0.000000,0.522875,0.174274,0.256090,0.166643,358985.314782,6.824927,1.349017,4.556201,358999.827968,0.953821,0.172032,0.000000,0.445714,0.148557,0.235926,0.147579,21.643011,0.012169,0.014739,0.017839,0.040917,0.071023,0.183690,0.446220,0.901434,1.401653,1.547650,1.983135,2.208477,2.462887,4.363074,3.117009,2.871097,
9999769.104767,102.993213,12.042808,74.348149,9999992.542119,27.117747,0.457881,0.000000,1.760726,0.586850,1.971370,4.203340,708999.079344,0.349383,0.004476,0.408354,709000.000000,0.135422,0.000000,0.000000,0.000000,0.000000,0.000737,0.022283,696998.849194,0.449706,0.005840,0.491223,697000.000000,0.174474,0.000000,0.000000,0.000001,0.000000,0.000957,0.028606,727998.408596,0.638693,0.007547,0.654142,727999.999999,0.248998,0.000001,0.000000,0.000080,0.000027,0.001237,0.040705,787995.918467,1.757185,0.020927,1.507876,787999.999997,0.682559,0.000003,0.000000,0.000213,0.000071,0.003366,0.109405,828992.140363,3.085733,0.040756,2.360134,828998.999981,1.181170,0.000019,0.000000,0.000390,0.000130,0.006409,0.185026,817987.238301,5.405676,0.112187,3.893049,817998.999952,2.019036,0.000048,0.000000,0.001056,0.000352,0.017471,0.313176,828983.292513,7.261908,0.273677,5.139841,828998.999678,2.580818,0.000322,0.000000,0.008711,0.002903,0.042908,0.399302,799980.137961,9.220561,0.560103,6.445854,799999.999354,3.057183,0.000646,0.000000,0.017772,0.005924,0.087682,0.472239,713976.678954,10.382819,0.873018,7.210046,713998.998102,3.189491,0.001898,0.000000,0.034249,0.011415,0.137059,0.492466,636978.518410,9.519173,0.962151,6.623224,636998.997903,2.759568,0.002097,0.000000,0.037787,0.012594,0.151168,0.426423,589975.770366,10.818705,1.213384,7.466557,589998.990117,2.975269,0.009883,0.000000,0.093012,0.031001,0.193472,0.459350,515978.298312,10.094697,1.346257,6.987150,515999.988978,2.550387,0.011022,0.000000,0.103322,0.034437,0.214801,0.394052,421980.445719,8.622295,1.468006,5.953170,421998.961492,1.797277,0.038508,0.000000,0.159478,0.053154,0.237747,0.277799,326978.859027,9.339311,2.007790,8.445766,326999.923664,1.493125,0.076336,0.000000,0.221245,0.073741,0.326327,0.231075,236981.916467,8.421319,1.639258,5.635123,236999.877158,1.207096,0.122842,0.000000,0.585099,0.195014,0.286357,0.186439,358983.552773,7.626049,1.507430,5.126638,358999.805744,1.065875,0.194256,0.000000,0.498312,0.166087,0.263672,0.164995,24.242842,0.013067,0.015910,0.019361,0.045121,0.079165,0.206053,0.501496,1.014517,1.578707,1.742823,2.234783,2.487736,2.773216,4.788167,3.512354,3.230365,
9999742.511193,115.086078,13.459502,83.258720,9999992.485924,30.300782,0.514076,0.000000,1.968665,0.656156,2.203817,4.697165,708998.989725,0.389849,0.004979,0.439487,709000.000000,0.150628,0.000000,0.000000,0.000000,0.000000,0.000811,0.024520,696998.734076,0.501570,0.006492,0.531325,697000.000000,0.193978,0.000000,0.000000,0.000001,0.000000,0.001054,0.031503,727998.245610,0.711875,0.008386,0.711171,727999.999999,0.276649,0.000001,0.000000,0.000088,0.000029,0.001364,0.044857,787995.470458,1.958147,0.023272,1.663953,787999.999997,0.759044,0.000003,0.000000,0.000235,0.000078,0.003728,0.121160,828991.346477,3.445346,0.045478,2.630919,828998.999979,1.318006,0.000021,0.000000,0.000435,0.000145,0.007141,0.206176,817985.842824,6.040092,0.125350,4.365136,817998.999946,2.255939,0.000054,0.000000,0.001180,0.000393,0.019519,0.349905,828981.416163,8.115755,0.305892,5.773052,828998.999637,2.884621,0.000363,0.000000,0.009743,0.003247,0.047972,0.446439,799977.754675,10.305505,0.626140,7.249111,799999.999270,3.417661,0.000730,0.000000,0.019890,0.006629,0.098071,0.528217,713973.995810,11.603999,0.975923,8.114078,713998.997853,3.565496,0.002147,0.000000,0.038337,0.012778,0.153310,0.550900,636976.059772,10.637534,1.075384,7.452309,636998.997628,3.084373,0.002372,0.000000,0.042288,0.014095,0.169055,0.476913,589972.975357,12.090422,1.356310,8.406529,589998.988816,3.325826,0.011184,0.000000,0.104111,0.034700,0.216399,0.513862,515975.690663,11.281015,1.504719,7.863931,515999.987532,2.850648,0.012468,0.000000,0.115622,0.038537,0.240210,0.440725,421978.218252,9.635735,1.640775,6.697964,421998.956489,2.008855,0.043511,0.000000,0.178402,0.059461,0.265835,0.310671,326976.446658,10.436717,2.243771,9.251312,326999.916734,1.668706,0.083266,0.000000,0.246718,0.082231,0.364519,0.258333,236979.740674,9.411366,1.832211,6.344330,236999.861145,1.349292,0.138855,0.000000,0.654569,0.218168,0.320161,0.208542,358981.583999,8.521150,1.684418,5.764113,358999.780900,1.191063,0.219100,0.000000,0.557048,0.185664,0.294667,0.184443,27.148773,0.014063,0.017209,0.021049,0.049792,0.088248,0.231041,0.563283,1.140950,1.776664,1.960998,2.516127,2.799916,3.120116,5.263125,3.954339,3.631854,
9999712.796339,128.597709,15.042256,93.216141,9999992.423105,33.857337,0.576895,0.000000,2.200951,0.733577,2.463492,5.248880,708998.889586,0.435133,0.005543,0.474086,709000.000000,0.167701,0.000000,0.000000,0.000000,0.000000,0.000894,0.027055,696998.605468,0.559617,0.007225,0.575878,697000.000000,0.215868,0.000000,0.000000,0.000001,0.000000,0.001164,0.034779,727998.063583,0.793786,0.009326,0.774498,727999.999999,0.307667,0.000001,0.000000,0.000097,0.000032,0.001506,0.049536,787994.970348,2.182903,0.025897,1.837484,787999.999997,0.844644,0.000003,0.000000,0.000260,0.000087,0.004133,0.134328,828990.459650,3.847265,0.050756,2.933052,828998.999976,1.470978,0.000024,0.000000,0.000484,0.000161,0.007961,0.229829,817984.283570,6.748966,0.140059,4.892614,817998.999939,2.520655,0.000061,0.000000,0.001318,0.000439,0.021809,0.390947,828979.319437,9.069768,0.341886,6.480813,828998.999591,3.224061,0.000409,0.000000,0.010896,0.003631,0.053630,0.499101,799975.091435,11.517662,0.699915,8.147113,799999.999176,3.820380,0.000824,0.000000,0.022255,0.007418,0.109675,0.590741,713970.997602,12.968324,1.090878,9.124730,713998.997574,3.985525,0.002426,0.000000,0.042902,0.014299,0.171459,0.616154,636973.312587,11.886999,1.201875,8.379022,636998.997321,3.447204,0.002679,0.000000,0.047313,0.015769,0.189029,0.533293,589969.852272,13.511184,1.515964,9.457310,589998.987359,3.717404,0.012641,0.000000,0.116500,0.038830,0.241999,0.574726,515972.776905,12.606429,1.681742,8.843985,515999.985915,3.186074,0.014085,0.000000,0.129353,0.043113,0.268585,0.492842,421975.729255,10.768029,1.833793,7.530469,421998.950892,2.245225,0.049108,0.000000,0.199532,0.066504,0.297206,0.347383,326973.751015,11.662895,2.507462,10.151480,326999.909004,1.864887,0.090996,0.000000,0.275255,0.091742,0.407230,0.288780,236977.309429,10.517486,2.047771,7.137126,236999.843233,1.508140,0.156767,0.000000,0.732138,0.244022,0.357919,0.233223,358979.384198,9.521260,1.882163,6.476481,358999.753129,1.330926,0.246871,0.000000,0.622647,0.207528,0.329291,0.206163,30.396674,0.015170,0.018651,0.022923,0.054984,0.098383,0.258960,0.632344,1.282296,1.997968,2.204865,2.830639,3.148868,3.507869,5.793820,4.448421,4.080511,
9999679.593981,143.694582,16.810566,104.343198,9999992.352885,37.831240,0.647115,0.000000,2.460441,0.820065,2.753591,5.865286,708998.777692,0.485792,0.006176,0.512578,709000.000000,0.186849,0.000000,0.000000,0.000001,0.000000,0.000989,0.029922,696998.461781,0.624564,0.008047,0.625428,697000.000000,0.240417,0.000000,0.000000,0.000001,0.000000,0.001288,0.038474,727997.860275,0.885437,0.010380,0.844891,727999.999998,0.342438,0.000002,0.000000,0.000106,0.000035,0.001667,0.054804,787994.412003,2.434238,0.028835,2.030548,787999.999996,0.940424,0.000004,0.000000,0.000288,0.000096,0.004587,0.149074,828989.468967,4.296448,0.056657,3.270230,828998.999973,1.641976,0.000027,0.000000,0.000540,0.000180,0.008877,0.256279,817982.541322,7.541032,0.156495,5.481987,817998.999932,2.816448,0.000068,0.000000,0.001473,0.000491,0.024367,0.436809,828976.976479,10.135701,0.382102,7.271870,828998.999540,3.603318,0.000460,0.000000,0.012183,0.004061,0.059951,0.557936,799972.115401,12.871963,0.782337,9.150958,799999.999071,4.270298,0.000929,0.000000,0.024897,0.008298,0.122637,0.660580,713967.647372,14.492601,1.219298,10.254485,713998.997262,4.454750,0.002738,0.000000,0.047999,0.015998,0.191729,0.689029,636970.243002,13.282962,1.343181,9.414790,636998.996977,3.852529,0.003023,0.000000,0.052923,0.017639,0.211336,0.596254,589966.362624,15.098494,1.694312,10.631863,589998.985730,4.154826,0.014270,0.000000,0.130333,0.043440,0.270587,0.642691,515969.521127,14.087268,1.879505,9.939403,515999.984106,3.560796,0.015894,0.000000,0.144686,0.048224,0.300276,0.551045,421972.948045,12.033127,2.049437,8.460962,421998.944633,2.509299,0.055367,0.000000,0.223130,0.074369,0.332248,0.388386,326970.738864,13.032950,2.802109,11.157388,326999.900379,2.084086,0.099621,0.000000,0.307204,0.102391,0.454983,0.322794,236974.592766,11.753302,2.288593,8.023298,236999.823199,1.685597,0.176801,0.000000,0.818761,0.272893,0.400096,0.260786,358976.926260,10.638704,2.103102,7.272520,358999.722089,1.487190,0.277911,0.000000,0.695918,0.231949,0.367972,0.230423,34.026627,0.016402,0.020256,0.025007,0.060762,0.109693,0.290155,0.709533,1.440303,2.245354,2.477432,3.182201,3.538899,3.941261,6.386808,5.000699,4.581864,
