S,E,I,R,N,A,C,D,H,L,Qi,Qa,S_0,E_0,I_0,R_0,N_0,A_0,C_0,D_0,H_0,L_0,Qi_0,Qa_0,S_1,E_1,I_1,R_1,N_1,A_1,C_1,D_1,H_1,L_1,Qi_1,Qa_1,S_2,E_2,I_2,R_2,N_2,A_2,C_2,D_2,H_2,L_2,Qi_2,Qa_2,S_3,E_3,I_3,R_3,N_3,A_3,C_3,D_3,H_3,L_3,Qi_3,Qa_3,S_4,E_4,I_4,R_4,N_4,A_4,C_4,D_4,H_4,L_4,Qi_4,Qa_4,S_5,E_5,I_5,R_5,N_5,A_5,C_5,D_5,H_5,L_5,Qi_5,Qa_5,S_6,E_6,I_6,R_6,N_6,A_6,C_6,D_6,H_6,L_6,Qi_6,Qa_6,S_7,E_7,I_7,R_7,N_7,A_7,C_7,D_7,H_7,L_7,Qi_7,Qa_7,S_8,E_8,I_8,R_8,N_8,A_8,C_8,D_8,H_8,L_8,Qi_8,Qa_8,S_9,E_9,I_9,R_9,N_9,A_9,C_9,D_9,H_9,L_9,Qi_9,Qa_9,S_10,E_10,I_10,R_10,N_10,A_10,C_10,D_10,H_10,L_10,Qi_10,Qa_10,S_11,E_11,I_11,R_11,N_11,A_11,C_11,D_11,H_11,L_11,Qi_11,Qa_11,S_12,E_12,I_12,R_12,N_12,A_12,C_12,D_12,H_12,L_12,Qi_12,Qa_12,S_13,E_13,I_13,R_13,N_13,A_13,C_13,D_13,H_13,L_13,Qi_13,Qa_13,S_14,E_14,I_14,R_14,N_14,A_14,C_14,D_14,H_14,L_14,Qi_14,Qa_14,S_15,E_15,I_15,R_15,N_15,A_15,C_15,D_15,H_15,L_15,Qi_15,Qa_15,Ri,Ri_0,Ri_1,Ri_2,Ri_3,Ri_4,Ri_5,Ri_6,Ri_7,Ri_8,Ri_9,Ri_10,Ri_11,Ri_12,Ri_13,Ri_14,Ri_15,
9999642.494934,160.562700,18.786216,116.777090,9999992.274398,42.271463,0.725602,0.000000,2.750328,0.916684,3.077684,6.553983,708998.652665,0.542449,0.006886,0.555439,709000.000000,0.208309,0.000000,0.000000,0.000001,0.000000,0.001096,0.033155,696998.301246,0.697211,0.008968,0.680585,697000.000000,0.267926,0.000000,0.000000,0.000001,0.000000,0.001427,0.042637,727997.633181,0.987963,0.011562,0.923207,727999.999998,0.381393,0.000002,0.000000,0.000117,0.000039,0.001847,0.060728,787993.788569,2.715263,0.032121,2.245470,787999.999996,1.047575,0.000004,0.000000,0.000319,0.000106,0.005096,0.165583,828988.362232,4.798437,0.063253,3.646582,828998.999970,1.833111,0.000030,0.000000,0.000602,0.000201,0.009902,0.285853,817980.594607,8.426050,0.174860,6.140519,817998.999923,3.146962,0.000077,0.000000,0.001646,0.000549,0.027226,0.488054,828974.358403,11.326683,0.427035,8.155991,828998.999482,4.027066,0.000518,0.000000,0.013622,0.004540,0.067013,0.623669,799968.789878,14.385089,0.874421,10.273051,799999.998954,4.772956,0.001046,0.000000,0.027847,0.009281,0.137117,0.738595,713963.903825,16.195603,1.362764,11.517290,713998.996913,4.978949,0.003087,0.000000,0.053690,0.017895,0.214369,0.770424,636966.813194,14.842619,1.501044,10.572382,636998.996593,4.305343,0.003407,0.000000,0.059188,0.019727,0.236250,0.666573,589962.463411,16.871904,1.893551,11.944675,589998.983907,4.643480,0.016093,0.000000,0.145778,0.048588,0.302516,0.718591,515965.883204,15.741774,2.100446,11.163698,515999.982082,3.979430,0.017918,0.000000,0.161807,0.053930,0.335672,0.616050,421969.840340,13.446612,2.290364,9.500923,421998.937634,2.804332,0.062366,0.000000,0.249485,0.083153,0.371391,0.434185,326967.373075,14.563758,3.131341,12.281455,326999.890750,2.329003,0.109250,0.000000,0.342960,0.114309,0.508365,0.360793,236971.557204,13.134035,2.557644,9.013782,236999.800797,1.883848,0.199203,0.000000,0.915503,0.305137,0.447210,0.291571,358974.179900,11.887250,2.349957,8.162039,358999.687397,1.661780,0.312603,0.000000,0.777763,0.259228,0.411187,0.257522,38.083419,0.017774,0.022043,0.027325,0.067193,0.122317,0.325011,0.795804,1.616923,2.521875,2.782058,3.575147,3.974818,4.425641,7.049414,5.617988,5.142090,
9999601.042015,179.409877,20.993541,130.671116,9999992.186674,47.232719,0.813326,0.000000,3.074180,1.024624,3.439763,7.323461,708998.512962,0.605801,0.007680,0.603198,709000.000000,0.232344,0.000000,0.000000,0.000001,0.000000,0.001216,0.036796,696998.121883,0.778453,0.009999,0.742026,697000.000000,0.298736,0.000000,0.000000,0.000001,0.000000,0.001584,0.047319,727997.379504,1.102630,0.012884,1.010401,727999.999998,0.425017,0.000002,0.000000,0.000130,0.000043,0.002050,0.067382,787993.092391,3.029456,0.035796,2.484845,787999.999996,1.167426,0.000004,0.000000,0.000354,0.000118,0.005665,0.184063,828987.125819,5.359423,0.070624,4.066722,828998.999967,2.046742,0.000033,0.000000,0.000671,0.000224,0.011047,0.318918,817978.419434,9.414926,0.195380,6.876328,817998.999914,3.516270,0.000086,0.000000,0.001839,0.000613,0.030420,0.545316,828971.432932,12.657387,0.477240,9.144095,828998.999418,4.500524,0.000582,0.000000,0.015228,0.005076,0.074903,0.697109,799965.073869,16.075677,0.977301,11.527252,799999.998822,5.334545,0.001178,0.000000,0.031142,0.010380,0.153292,0.825744,713959.720820,18.098309,1.523043,12.928730,713998.996523,5.564579,0.003477,0.000000,0.060047,0.020014,0.239657,0.861339,636962.980902,16.585188,1.677407,11.866070,636998.996163,4.811221,0.003837,0.000000,0.066184,0.022059,0.264078,0.745114,589958.106587,18.853260,2.116134,13.411937,589998.981868,5.189384,0.018132,0.000000,0.163026,0.054337,0.338177,0.803362,515961.818303,17.590329,2.347287,12.531970,515999.979820,4.447133,0.020180,0.000000,0.180928,0.060303,0.375211,0.688659,421966.367838,15.025897,2.559543,10.663185,421998.929809,3.133958,0.070191,0.000000,0.278923,0.092965,0.415119,0.485345,326963.612159,16.274173,3.499213,13.537558,326999.880000,2.602658,0.120000,0.000000,0.382961,0.127641,0.568033,0.403246,236968.165337,14.676688,2.858238,10.120798,236999.775750,2.105336,0.224250,0.000000,1.023555,0.341151,0.499843,0.325956,358971.111275,13.282280,2.625771,9.156000,358999.648627,1.856847,0.351373,0.000000,0.869191,0.289701,0.459469,0.287794,42.617094,0.019302,0.024033,0.029905,0.074356,0.136410,0.363957,0.892221,1.814337,2.830944,3.122499,4.014324,4.462004,4.966984,7.789819,6.307904,5.768094,
9999554.724415,200.468298,23.459733,146.196568,9999992.088630,52.776142,0.911369,0.000000,3.435985,1.145214,3.844286,8.183205,708998.356862,0.676629,0.008570,0.656446,709000.000000,0.259251,0.000000,0.000000,0.000001,0.000000,0.001352,0.040890,696997.921480,0.869292,0.011153,0.810508,697000.000000,0.333227,0.000000,0.000000,0.000001,0.000000,0.001760,0.052579,727997.096121,1.230853,0.014365,1.107540,727999.999998,0.473848,0.000002,0.000000,0.000143,0.000048,0.002277,0.074850,787992.314913,3.380701,0.039906,2.751572,787999.999995,1.301465,0.000005,0.000000,0.000393,0.000131,0.006301,0.204744,828985.744505,5.986325,0.078863,4.535806,828998.999963,2.285505,0.000037,0.000000,0.000748,0.000249,0.012328,0.355883,817975.988997,10.519843,0.218309,7.698486,817998.999903,3.928922,0.000097,0.000000,0.002055,0.000685,0.033990,0.609300,828968.164000,14.144206,0.533334,10.248379,828998.999346,5.029523,0.000654,0.000000,0.017024,0.005674,0.083718,0.779162,799960.921566,17.964550,1.092244,12.929047,799999.998675,5.961980,0.001325,0.000000,0.034823,0.011607,0.171362,0.923103,713955.046805,20.224156,1.702109,14.506221,713998.996087,6.218852,0.003913,0.000000,0.067147,0.022380,0.267904,0.962893,636958.698905,18.532134,1.874444,13.311798,636998.995682,5.376398,0.004318,0.000000,0.073997,0.024663,0.295162,0.832844,589953.238469,21.066969,2.364804,15.051740,589998.979588,5.799261,0.020412,0.000000,0.182288,0.060757,0.378011,0.898047,515957.276333,19.655704,2.623068,14.061090,515999.977290,4.969668,0.022710,0.000000,0.202284,0.067421,0.419377,0.769764,421962.487743,16.790434,2.860290,11.962086,421998.921060,3.502238,0.078940,0.000000,0.311805,0.103925,0.463969,0.542496,326959.409765,18.185262,3.910254,14.941199,326999.867995,2.908420,0.132005,0.000000,0.427700,0.142552,0.634719,0.450676,236964.375372,16.400259,3.194075,11.358001,236999.747748,2.352787,0.252252,0.000000,1.144246,0.381377,0.558643,0.364365,358967.682578,14.840981,2.933942,10.266649,358999.605299,2.074796,0.394701,0.000000,0.971329,0.323744,0.513412,0.321612,47.683568,0.021006,0.026251,0.032780,0.082338,0.152145,0.407474,0.999974,2.034983,3.176375,3.502952,4.505148,5.006463,5.571970,8.617162,7.078959,6.467589,
9999502.971413,223.997370,26.215168,163.544835,9999991.979059,58.970032,1.020941,0.000000,3.840196,1.279937,4.296234,9.143810,708998.182440,0.755805,0.009565,0.715839,709000.000000,0.289359,0.000000,0.000000,0.000001,0.000000,0.001504,0.045487,696997.697567,0.970849,0.012445,0.886874,697000.000000,0.371824,0.000000,0.000000,0.000001,0.000000,0.001957,0.058482,727996.779539,1.374216,0.016022,1.215811,727999.999998,0.528493,0.000002,0.000000,0.000159,0.000053,0.002532,0.083226,787991.446581,3.773338,0.044503,3.048888,787999.999995,1.451351,0.000005,0.000000,0.000437,0.000146,0.007014,0.227884,828984.201280,6.686871,0.088071,5.059590,828998.999959,2.552348,0.000041,0.000000,0.000835,0.000278,0.013759,0.397204,817973.273345,11.754416,0.243929,8.617127,817998.999892,4.390004,0.000108,0.000000,0.002296,0.000765,0.037978,0.680795,828964.511316,15.805453,0.596009,11.482471,828998.999266,5.620582,0.000734,0.000000,0.019029,0.006342,0.093567,0.870838,799956.281787,20.074974,1.220666,14.495741,799999.998511,6.662991,0.001489,0.000000,0.038935,0.012977,0.191550,1.031868,713949.824180,22.599327,1.902168,16.269225,713998.995599,6.949826,0.004401,0.000000,0.075077,0.025023,0.299460,1.076336,636953.914445,20.707442,2.094582,14.927387,636998.995144,6.007834,0.004856,0.000000,0.082725,0.027572,0.329885,0.930844,589947.799076,23.540297,2.642623,16.884301,589998.977039,6.480623,0.022961,0.000000,0.203802,0.067927,0.422507,1.003810,515952.201329,21.963340,2.931187,15.769914,515999.974461,5.553472,0.025539,0.000000,0.226137,0.075372,0.468717,0.860365,421958.152241,18.761958,3.196309,13.413645,421998.911282,3.913708,0.088718,0.000000,0.348536,0.116167,0.518545,0.606341,326954.714106,20.320560,4.369529,16.509696,326999.854587,3.250056,0.145413,0.000000,0.477726,0.159226,0.709245,0.503668,236960.140616,18.325970,3.569293,12.740651,236999.716445,2.629250,0.283555,0.000000,1.279063,0.426312,0.624333,0.407270,358963.851565,16.582554,3.278267,11.507674,358999.556881,2.318311,0.443119,0.000000,1.085436,0.361776,0.573681,0.359392,53.345324,0.022906,0.028724,0.035985,0.091235,0.169714,0.456097,1.120395,2.281585,3.562430,3.928106,5.053669,5.614909,6.248059,9.541652,7.940662,7.249195,
9999445.145355,250.286915,29.293788,182.929764,9999991.856606,65.890703,1.143394,0.000000,4.291790,1.430454,4.801175,10.217116,708997.987546,0.844303,0.010678,0.782112,709000.000000,0.323041,0.000000,0.000000,0.000001,0.000000,0.001674,0.050645,696997.447385,1.084374,0.013890,0.972063,697000.000000,0.415005,0.000000,0.000000,0.000001,0.000000,0.002179,0.065103,727996.425860,1.534487,0.017875,1.336542,727999.999998,0.589625,0.000002,0.000000,0.000176,0.000059,0.002818,0.092614,787990.476716,4.212218,0.049642,3.380412,787999.999994,1.618939,0.000006,0.000000,0.000486,0.000162,0.007811,0.253771,828982.477138,7.469701,0.098362,5.644510,828998.999954,2.850560,0.000046,0.000000,0.000931,0.000310,0.015360,0.443392,817970.239015,13.133855,0.272556,9.643574,817998.999879,4.905196,0.000121,0.000000,0.002566,0.000855,0.042435,0.760682,828960.429858,17.661593,0.666037,12.861599,828998.999176,6.280980,0.000824,0.000000,0.021270,0.007089,0.104572,0.973266,799951.097349,22.432942,1.364148,16.246668,799999.998327,7.446210,0.001673,0.000000,0.043528,0.014508,0.214103,1.153380,713943.988587,25.253077,2.125684,18.239488,713998.995054,7.766505,0.004946,0.000000,0.083935,0.027975,0.334711,1.203066,636948.568575,23.137909,2.340532,16.732749,636998.994543,6.713310,0.005457,0.000000,0.092472,0.030821,0.368676,1.040320,589941.721394,26.303709,2.953013,18.932210,589998.974190,7.241864,0.025810,0.000000,0.227832,0.075936,0.472213,1.121954,515946.530760,24.541659,3.275439,17.679509,515999.971299,6.205735,0.028701,0.000000,0.252782,0.084252,0.523837,0.961578,421953.307908,20.964749,3.571739,15.035765,421998.900351,4.373437,0.099649,0.000000,0.389570,0.129844,0.579517,0.677668,326949.467325,22.706360,4.882693,18.262399,326999.839610,3.631775,0.160390,0.000000,0.533656,0.177867,0.792527,0.562875,236955.408900,20.477530,3.988512,14.285797,236999.681456,2.938128,0.318544,0.000000,1.429666,0.476508,0.697723,0.455200,358959.571039,18.528449,3.662988,12.894367,358999.502776,2.590394,0.497224,0.000000,1.212918,0.404266,0.641020,0.401601,59.672172,0.025027,0.031483,0.039558,0.101156,0.189334,0.510427,1.254968,2.557187,3.993870,4.403200,5.666651,6.294843,7.003590,10.574696,8.903638,8.122544,
9999380.533807,279.660731,32.733511,204.590294,9999991.719762,73.623415,1.280238,0.000000,4.796329,1.598617,5.365327,11.416347,708997.769777,0.943215,0.011923,0.856081,709000.000000,0.360710,0.000000,0.000000,0.000001,0.000000,0.001865,0.056427,696997.167849,1.211266,0.015507,1.067126,697000.000000,0.463300,0.000000,0.000000,0.000001,0.000000,0.002427,0.072523,727996.030726,1.713643,0.019949,1.471214,727999.999997,0.658000,0.000003,0.000000,0.000196,0.000065,0.003138,0.103131,787989.393389,4.702760,0.055388,3.750183,787999.999994,1.806304,0.000006,0.000000,0.000541,0.000180,0.008702,0.282727,828980.550846,8.344463,0.109861,6.297752,828998.999949,3.183821,0.000051,0.000000,0.001039,0.000346,0.017148,0.495017,817966.848616,14.675154,0.304542,10.790479,817998.999864,5.480847,0.000136,0.000000,0.002867,0.000956,0.047414,0.849946,828955.869325,19.735489,0.744280,14.402778,828998.999076,7.018853,0.000924,0.000000,0.023774,0.007924,0.116867,1.087710,799945.304357,25.067495,1.524457,18.203434,799999.998122,8.321283,0.001878,0.000000,0.048660,0.016218,0.239300,1.289135,713937.468124,28.218090,2.375410,20.441307,713998.994444,8.678947,0.005556,0.000000,0.093829,0.031273,0.374093,1.344642,636942.595436,25.853471,2.615326,18.750133,636998.993872,7.501514,0.006128,0.000000,0.103361,0.034450,0.412011,1.162621,589934.930550,29.391237,3.299798,21.220711,589998.971004,8.092358,0.028996,0.000000,0.254674,0.084883,0.527742,1.253934,515940.194766,27.422414,3.660064,19.813417,515999.967765,6.934493,0.032235,0.000000,0.282546,0.094173,0.585416,1.074649,421947.895059,23.425935,3.991204,16.848447,421998.888134,4.887087,0.111866,0.000000,0.435411,0.145122,0.647637,0.757355,326943.604778,25.372037,5.456065,20.220926,326999.822878,4.058278,0.177122,0.000000,0.596177,0.198706,0.885591,0.629026,236950.121941,22.881428,4.456893,16.012490,236999.642348,3.283226,0.357652,0.000000,1.597908,0.532583,0.779716,0.508746,358954.788268,20.702633,4.092844,14.443815,358999.442317,2.894395,0.557683,0.000000,1.355346,0.451737,0.716258,0.448759,66.742117,0.027394,0.034562,0.043544,0.112221,0.211246,0.571132,1.405353,2.865188,4.476016,4.934091,6.351647,7.054649,7.847880,11.729036,9.979762,9.098396,
9999308.340800,312.480570,36.576700,228.793393,9999991.566840,82.263430,1.433160,0.000000,5.360026,1.786497,5.995639,12.756282,708997.526451,1.053757,0.013316,0.938660,709000.000000,0.402830,0.000000,0.000000,0.000001,0.000000,0.002079,0.062906,696996.855514,1.353090,0.017314,1.173234,697000.000000,0.517307,0.000000,0.000000,0.000001,0.000000,0.002706,0.080834,727995.589269,1.913895,0.022267,1.621479,727999.999997,0.734464,0.000003,0.000000,0.000218,0.000073,0.003497,0.114909,787988.183272,5.251019,0.061811,4.162717,787999.999993,2.015761,0.000007,0.000000,0.000602,0.000201,0.009699,0.315112,828978.398679,9.321939,0.122712,7.027347,828998.999943,3.556239,0.000057,0.000000,0.001160,0.000387,0.019147,0.552718,817963.060373,16.397300,0.340281,12.071978,817998.999848,6.124048,0.000152,0.000000,0.003204,0.001068,0.052978,0.949686,828950.773516,22.052684,0.831702,16.125018,828998.998963,7.843290,0.001037,0.000000,0.026571,0.008856,0.130605,1.215577,799938.831429,28.011079,1.703569,20.390178,799999.997892,9.298990,0.002108,0.000000,0.054393,0.018129,0.267452,1.440804,713930.182454,31.530882,2.654422,22.901834,713998.993763,9.698391,0.006237,0.000000,0.104883,0.034957,0.418090,1.502808,636935.921444,28.887574,2.922346,21.004400,636998.993121,8.382156,0.006879,0.000000,0.115525,0.038504,0.460424,1.299252,589927.342888,32.840905,3.687248,23.778011,589998.967443,9.042582,0.032557,0.000000,0.284657,0.094876,0.589777,1.401375,515933.115291,30.641081,4.089801,22.197941,515999.963815,7.748720,0.036185,0.000000,0.315796,0.105255,0.654213,1.200972,421941.847010,26.175822,4.459872,18.874042,421998.874480,5.460984,0.125520,0.000000,0.486623,0.162192,0.723744,0.846383,326937.054247,28.350410,6.096706,22.409429,326999.804186,4.534816,0.195814,0.000000,0.666059,0.221997,0.989583,0.702936,236944.214625,25.567253,4.980203,17.942017,236999.598639,3.668792,0.401361,0.000000,1.785860,0.595227,0.871323,0.568566,358949.444338,23.131880,4.573131,16.175109,358999.374759,3.234060,0.625241,0.000000,1.514474,0.504774,0.800321,0.501446,74.642315,0.030037,0.037999,0.047991,0.124565,0.235719,0.638961,1.573407,3.209389,5.014814,5.527320,7.117103,7.903690,8.791338,13.018907,11.182299,10.188776,
9999227.677038,349.150582,40.870683,255.837351,9999991.395954,91.917175,1.604046,0.000000,5.989822,1.996408,6.699872,14.253430,708997.254567,1.177292,0.014872,1.030868,709000.000000,0.449920,0.000000,0.000000,0.000001,0.000000,0.002319,0.070160,696996.506531,1.511592,0.019335,1.291693,696999.999999,0.577690,0.000001,0.000000,0.000002,0.000001,0.003017,0.090139,727995.096051,2.137710,0.024859,1.789185,727999.999997,0.819960,0.000003,0.000000,0.000243,0.000081,0.003898,0.128092,787986.831476,5.863759,0.068991,4.623056,787999.999992,2.249899,0.000008,0.000000,0.000670,0.000223,0.010814,0.351326,828975.994129,10.414177,0.137073,7.842268,828998.999936,3.972407,0.000064,0.000000,0.001295,0.000432,0.021381,0.617205,817958.827612,18.321508,0.380214,13.503864,817998.999829,6.842724,0.000171,0.000000,0.003579,0.001193,0.059195,1.061132,828945.079640,24.641717,0.929380,18.049561,828998.998838,8.764446,0.001162,0.000000,0.029696,0.009898,0.145954,1.358444,799931.598806,31.299944,1.903688,22.833871,799999.997636,10.391371,0.002364,0.000000,0.060797,0.020264,0.298903,1.610256,713922.041819,35.232246,2.966155,25.651404,713998.993001,10.837390,0.006999,0.000000,0.117231,0.039073,0.467243,1.679512,636928.464388,32.277584,3.265376,23.523328,636998.992282,9.366083,0.007718,0.000000,0.129113,0.043033,0.514512,1.451898,589918.864948,36.695191,4.120136,26.635625,589998.963464,10.104238,0.036536,0.000000,0.318152,0.106040,0.659082,1.566092,515925.205131,34.237293,4.569940,24.862473,515999.959400,8.658446,0.040600,0.000000,0.352940,0.117635,0.731076,1.342101,421935.089256,29.248269,4.983512,21.137521,421998.859220,6.102198,0.140780,0.000000,0.543838,0.181261,0.808776,0.945849,326929.735046,31.678141,6.812504,24.854892,326999.783302,5.067259,0.216698,0.000000,0.744162,0.248029,1.105782,0.785516,236937.614207,28.568058,5.564885,20.098160,236999.549790,4.099572,0.450210,0.000000,1.995838,0.665213,0.973671,0.635398,358943.473431,25.846101,5.109762,18.109582,358999.299270,3.613572,0.700730,0.000000,1.692263,0.564031,0.894246,0.560312,83.470148,0.032987,0.041835,0.052955,0.138340,0.263054,0.714751,1.761201,3.594036,5.616907,6.190198,7.972451,8.852434,9.845594,14.460215,12.526072,11.407119,
9999137.548972,390.122275,45.668337,286.055447,9999991.204997,102.703556,1.795003,0.000000,6.693473,2.230934,7.486700,15.926237,708996.950776,1.315340,0.016612,1.133842,709000.000000,0.502559,0.000000,0.000000,0.000001,0.000000,0.002588,0.078280,696996.116599,1.688726,0.021595,1.423965,696999.999999,0.645193,0.000001,0.000000,0.000002,0.000001,0.003366,0.100554,727994.544995,2.387848,0.027757,1.976393,727999.999997,0.915542,0.000003,0.000000,0.000270,0.000090,0.004347,0.142845,787985.321363,6.548541,0.077016,5.136834,787999.999991,2.511610,0.000009,0.000000,0.000747,0.000249,0.012061,0.391819,828973.307581,11.634636,0.153120,8.752537,828998.999929,4.437455,0.000071,0.000000,0.001446,0.000482,0.023878,0.689275,817954.098185,20.471479,0.424833,15.103786,817998.999809,7.645729,0.000191,0.000000,0.004000,0.001333,0.066142,1.185656,828938.717542,27.534472,1.038517,20.200139,828998.998698,9.793666,0.001302,0.000000,0.033187,0.011061,0.163104,1.518071,799923.517381,34.974587,2.127280,25.564650,799999.997349,11.611879,0.002651,0.000000,0.067952,0.022649,0.334043,1.799577,713912.945938,39.367759,3.314450,28.723914,713998.992149,12.109974,0.007851,0.000000,0.131026,0.043671,0.522159,1.876929,636920.132415,36.065245,3.648639,26.337958,636998.991344,10.465415,0.008656,0.000000,0.144293,0.048093,0.574941,1.622437,589909.392310,41.001549,4.603792,29.828769,589998.959016,11.290400,0.040984,0.000000,0.355571,0.118512,0.736510,1.750114,515916.366858,38.255324,5.106397,27.839850,515999.954466,9.674874,0.045534,0.000000,0.394438,0.131466,0.816950,1.499775,421927.538564,32.681101,5.568575,23.666785,421998.842166,6.818623,0.157834,0.000000,0.607761,0.202567,0.903780,1.056978,326921.557038,35.396185,7.612271,27.587463,326999.759969,5.662161,0.240031,0.000000,0.831448,0.277122,1.235620,0.877783,236930.239418,31.920770,6.218135,22.507493,236999.495198,4.580871,0.504802,0.000000,2.230426,0.743401,1.088021,0.710063,358936.802009,28.878712,5.709347,20.271069,358999.214919,4.037606,0.785081,0.000000,1.890904,0.630238,0.999190,0.626081,93.334419,0.036282,0.046119,0.058495,0.153715,0.293588,0.799434,1.971051,4.023871,6.289716,6.930892,8.928232,9.912572,11.023645,16.070728,14.027641,12.768436,
9999036.846592,435.900057,51.028731,319.820052,9999990.991615,114.755418,2.008385,0.000000,7.479642,2.492965,8.365813,17.795309,708996.611335,1.469603,0.018557,1.248853,709000.000000,0.561397,0.000000,0.000000,0.000002,0.000001,0.002888,0.087365,696995.680914,1.886673,0.024120,1.571679,696999.999999,0.720649,0.000001,0.000000,0.000002,0.000001,0.003756,0.112207,727993.929313,2.667392,0.030997,2.185404,727999.999996,1.022390,0.000004,0.000000,0.000301,0.000100,0.004850,0.159349,787983.634346,7.313808,0.085986,5.710346,787999.999990,2.804124,0.000010,0.000000,0.000833,0.000278,0.013455,0.437092,828970.305945,12.998353,0.171052,9.769356,828998.999921,4.957115,0.000079,0.000000,0.001615,0.000538,0.026668,0.769816,817948.813828,22.873691,0.474687,16.891459,817998.999786,8.542955,0.000214,0.000000,0.004469,0.001489,0.073904,1.324794,828931.608839,30.766572,1.160458,22.603268,828998.998541,10.943627,0.001459,0.000000,0.037089,0.012362,0.182266,1.696423,799914.487597,39.080254,2.377098,28.616186,799999.997028,12.975544,0.002972,0.000000,0.075947,0.025313,0.373304,2.011099,713902.782775,43.988337,3.703594,32.157237,713998.991198,13.531812,0.008802,0.000000,0.146437,0.048808,0.583514,2.097492,636910.822909,40.297193,4.076857,29.482969,636998.990296,11.693690,0.009704,0.000000,0.161252,0.053745,0.642456,1.812970,589898.808315,45.812995,5.144172,33.396790,589998.954045,12.615674,0.045955,0.000000,0.397373,0.132445,0.823017,1.955707,515906.491624,42.744637,5.705775,31.166766,515999.948952,10.810519,0.051048,0.000000,0.440798,0.146918,0.912895,1.675937,421919.101940,36.516572,6.222263,26.493008,421998.823107,7.619081,0.176893,0.000000,0.679178,0.226370,1.009926,1.181139,326912.419519,39.550296,8.505852,30.640826,326999.733898,6.326846,0.266102,0.000000,0.928991,0.309633,1.380694,0.980874,236921.999471,35.666636,6.947994,25.199705,236999.434190,5.118611,0.565810,0.000000,2.492512,0.830754,1.215780,0.793482,358929.347921,32.267043,6.379269,22.686200,358999.120667,4.511382,0.879333,0.000000,2.112844,0.704211,1.116444,0.699565,104.356695,0.039963,0.050903,0.064681,0.170876,0.327695,0.894055,2.205545,4.504195,7.041536,7.758531,9.996223,11.097170,12.340011,17.870299,15.705512,14.289500,
